Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Delivery charges,Units Sold,Total Sales,Operating Profit,Operating Margin
Gyaan Beverages,21102,45306,West,Rajasthan,Jaipur,Maaza,17,DTDC,20,15,4500,157500,63000,0.4
Gyaan Beverages,21102,45306,West,Maharashtra,Mumbai,Pepsi,39,DTDC,30,15,4500,202500,50625,0.25
Gyaan Beverages,21102,45306,West,Rajasthan,Jaipur,Maaza,30,Blue Dart,20,15,4500,157500,63000,0.4
Gyaan Beverages,21102,45306,West,Maharashtra,Mumbai,Sprite,48,Blue Dart,25,15,3000,120000,42000,0.35
Gyaan Beverages,21102,45306,West,Rajasthan,Jaipur,Sprite,48,Xpress Bees,25,12,2500,92500,50875,0.55
Gyaan Beverages,21102,45306,West,Maharashtra,Mumbai,Sprite,56,Blue Dart,25,15,4750,190000,38000,0.2
Gyaan Beverages,21102,45337,West,Rajasthan,Jaipur,Maaza,20,Blue Dart,20,15,5250,183750,73500,0.4
Gyaan Beverages,21102,45337,West,Maharashtra,Mumbai,Frooti,25,Xpress Bees,20,12,4250,136000,34000,0.25
Gyaan Beverages,21102,45337,West,Rajasthan,Jaipur,Frooti,20,Xpress Bees,20,12,4250,136000,54400,0.4
Gyaan Beverages,21102,45337,West,Maharashtra,Mumbai,Mirinda,55,Blue Dart,18,15,2750,90750,31762.5,0.35
Gyaan Beverages,21102,45337,West,Rajasthan,Jaipur,Pepsi,40,DTDC,30,15,2000,90000,49500,0.55
Gyaan Beverages,21102,45337,West,Maharashtra,Mumbai,Coca-Cola,57,Xpress Bees,30,12,4000,168000,33600,0.2
Gyaan Beverages,21102,45365,West,Goa,Panaji,Pepsi,40,Delhivery,30,10,5500,220000,88000,0.4
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Coca-Cola,50,Delhivery,30,10,4000,160000,40000,0.25
Gyaan Beverages,21102,45365,West,Rajasthan,Jaipur,Maaza,22,Delhivery,20,10,4000,120000,48000,0.4
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Pepsi,34,DTDC,30,15,3000,135000,47250,0.35
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Frooti,44,Delhivery,20,10,1750,52500,28875,0.55
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Sprite,59,DTDC,25,15,3750,150000,30000,0.2
Gyaan Beverages,21102,45397,West,Rajasthan,Jaipur,Limca,27,DTDC,18,15,5500,181500,72600,0.4
Gyaan Beverages,21102,45397,West,Gujarat,Gandhinagar,Pepsi,28,DTDC,30,15,3500,157500,39375,0.25
Gyaan Beverages,21102,45397,West,Gujarat,Gandhinagar,Sprite,54,DTDC,25,15,4000,160000,64000,0.4
Gyaan Beverages,21102,45397,West,Goa,Panaji,Pepsi,15,Delhivery,30,10,3000,120000,42000,0.35
Gyaan Beverages,21102,45397,West,Gujarat,Gandhinagar,Mirinda,17,Blue Dart,18,15,2000,66000,36300,0.55
Gyaan Beverages,21102,45397,West,Goa,Panaji,Limca,43,Delhivery,18,10,3500,98000,19600,0.2
Gyaan Beverages,21102,45428,West,Gujarat,Gandhinagar,Pepsi,20,Xpress Bees,30,12,5500,231000,103950,0.45
Gyaan Beverages,21102,45428,West,Rajasthan,Jaipur,Frooti,41,Blue Dart,20,15,4000,140000,42000,0.3
Gyaan Beverages,21102,45428,West,Goa,Panaji,Limca,55,DTDC,18,15,4000,132000,59400,0.45
Gyaan Beverages,21102,45428,West,Maharashtra,Mumbai,Mirinda,54,Delhivery,18,10,3000,84000,33600,0.4
Gyaan Beverages,21102,45428,West,Gujarat,Gandhinagar,Frooti,59,Delhivery,20,10,2000,60000,36000,0.6
Gyaan Beverages,21102,45428,West,Maharashtra,Mumbai,Frooti,38,DTDC,20,15,4500,157500,39375,0.25
Gyaan Beverages,21102,45458,West,Gujarat,Gandhinagar,Mirinda,28,Blue Dart,18,15,7000,231000,103950,0.45
Gyaan Beverages,21102,45458,West,Goa,Panaji,Frooti,52,Xpress Bees,20,12,5500,176000,52800,0.3
Gyaan Beverages,21102,45458,West,Rajasthan,Jaipur,Sprite,60,Delhivery,25,10,5500,192500,86625,0.45
Gyaan Beverages,21102,45458,West,Gujarat,Gandhinagar,Mirinda,51,Blue Dart,18,15,4250,140250,56100,0.4
Gyaan Beverages,21102,45458,West,Maharashtra,Mumbai,Pepsi,60,Blue Dart,30,15,3000,135000,81000,0.6
Gyaan Beverages,21102,45458,West,Goa,Panaji,Frooti,54,Xpress Bees,20,12,6000,192000,48000,0.25
Gyaan Beverages,21102,45487,West,Gujarat,Gandhinagar,Maaza,41,DTDC,20,15,7500,262500,105000,0.4
Gyaan Beverages,21102,45487,West,Rajasthan,Jaipur,Frooti,30,Blue Dart,20,15,6000,210000,52500,0.25
Gyaan Beverages,21102,45487,West,Rajasthan,Jaipur,Maaza,17,Delhivery,20,10,5500,165000,66000,0.4
Gyaan Beverages,21102,45487,West,Rajasthan,Jaipur,Sprite,40,Blue Dart,25,15,4500,180000,63000,0.35
Gyaan Beverages,21102,45487,West,Rajasthan,Jaipur,Mirinda,59,Xpress Bees,18,12,5000,150000,82500,0.55
Gyaan Beverages,21102,45487,West,Maharashtra,Mumbai,Limca,39,Blue Dart,18,15,5000,165000,33000,0.2
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Mirinda,35,DTDC,18,15,7000,231000,92400,0.4
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Coca-Cola,60,Delhivery,30,10,6500,260000,65000,0.25
Gyaan Beverages,21102,45519,West,Gujarat,Gandhinagar,Frooti,48,Xpress Bees,20,12,5250,168000,67200,0.4
Gyaan Beverages,21102,45519,West,Gujarat,Gandhinagar,Pepsi,46,Delhivery,30,10,4750,190000,66500,0.35
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Mirinda,24,Blue Dart,18,15,4750,156750,86212.5,0.55
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Coca-Cola,34,Blue Dart,30,15,4000,180000,36000,0.2
Gyaan Beverages,21102,45551,West,Gujarat,Gandhinagar,Sprite,20,Delhivery,25,10,6000,210000,73500,0.35
Gyaan Beverages,21102,45551,West,Gujarat,Gandhinagar,Mirinda,59,Delhivery,18,10,6000,168000,33600,0.2
Gyaan Beverages,21102,45551,West,Rajasthan,Jaipur,Limca,32,Delhivery,18,10,4500,126000,44100,0.35
Gyaan Beverages,21102,45551,West,Rajasthan,Jaipur,Coca-Cola,47,Blue Dart,30,15,4000,180000,54000,0.3
Gyaan Beverages,21102,45551,West,Maharashtra,Mumbai,Limca,57,DTDC,18,15,4000,132000,66000,0.5
Gyaan Beverages,21102,45551,West,Goa,Panaji,Sprite,39,DTDC,25,15,4500,180000,27000,0.15
Gyaan Beverages,21102,45580,West,Goa,Panaji,Maaza,47,Blue Dart,20,15,5500,192500,67375,0.35
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Frooti,23,Xpress Bees,20,12,5500,176000,35200,0.2
Gyaan Beverages,21102,45580,West,Gujarat,Gandhinagar,Mirinda,17,Xpress Bees,18,12,3750,112500,39375,0.35
Gyaan Beverages,21102,45580,West,Rajasthan,Jaipur,Maaza,48,Delhivery,20,10,3500,105000,31500,0.3
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Coca-Cola,60,Xpress Bees,30,12,3250,136500,68250,0.5
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Maaza,36,Xpress Bees,20,12,3750,120000,18000,0.15
Gyaan Beverages,21102,45611,West,Goa,Panaji,Maaza,27,DTDC,20,15,5750,201250,70437.5,0.35
Gyaan Beverages,21102,45611,West,Gujarat,Gandhinagar,Mirinda,46,Blue Dart,18,15,5750,189750,37950,0.2
Gyaan Beverages,21102,45611,West,Goa,Panaji,Maaza,34,DTDC,20,15,4250,148750,52062.5,0.35
Gyaan Beverages,21102,45611,West,Goa,Panaji,Frooti,21,Blue Dart,20,15,4000,140000,42000,0.3
Gyaan Beverages,21102,45611,West,Rajasthan,Jaipur,Maaza,29,Delhivery,20,10,3500,105000,52500,0.5
Gyaan Beverages,21102,45611,West,Rajasthan,Jaipur,Limca,22,Delhivery,18,10,4750,133000,19950,0.15
Gyaan Beverages,21102,45640,West,Gujarat,Gandhinagar,Pepsi,30,Xpress Bees,30,12,6750,283500,99225,0.35
Gyaan Beverages,21102,45640,West,Maharashtra,Mumbai,Maaza,52,Delhivery,20,10,6750,202500,40500,0.2
Gyaan Beverages,21102,45640,West,Gujarat,Gandhinagar,Mirinda,47,Xpress Bees,18,12,4750,142500,49875,0.35
Gyaan Beverages,21102,45640,West,Maharashtra,Mumbai,Limca,47,Xpress Bees,18,12,4750,142500,42750,0.3
Gyaan Beverages,21102,45640,West,Gujarat,Gandhinagar,Maaza,19,Delhivery,20,10,4000,120000,60000,0.5
Gyaan Beverages,21102,45640,West,Goa,Panaji,Limca,35,Xpress Bees,18,12,5000,150000,22500,0.15
Gyaan Beverages,21102,45296,West,Gujarat,Gandhinagar,Limca,36,Xpress Bees,18,12,4250,127500,44625,0.35
Gyaan Beverages,21102,45296,West,Rajasthan,Jaipur,Maaza,30,Delhivery,20,10,4250,127500,25500,0.2
Gyaan Beverages,21102,45296,West,Maharashtra,Mumbai,Maaza,48,DTDC,20,15,4250,148750,52062.5,0.35
Gyaan Beverages,21102,45296,West,Rajasthan,Jaipur,Limca,59,Xpress Bees,18,12,2750,82500,24750,0.3
Gyaan Beverages,21102,45296,West,Maharashtra,Mumbai,Pepsi,57,DTDC,30,15,2250,101250,50625,0.5
Gyaan Beverages,21102,45296,West,Goa,Panaji,Pepsi,42,DTDC,30,15,4750,213750,32062.5,0.15
Gyaan Beverages,21102,45327,West,Maharashtra,Mumbai,Maaza,25,Delhivery,20,10,5250,157500,55125,0.35
Gyaan Beverages,21102,45327,West,Rajasthan,Jaipur,Frooti,58,Blue Dart,20,15,4250,148750,29750,0.2
Gyaan Beverages,21102,45327,West,Maharashtra,Mumbai,Pepsi,54,Delhivery,30,10,4250,170000,59500,0.35
Gyaan Beverages,21102,45327,West,Maharashtra,Mumbai,Sprite,31,Delhivery,25,10,2750,96250,28875,0.3
Gyaan Beverages,21102,45327,West,Goa,Panaji,Maaza,36,DTDC,20,15,2000,70000,35000,0.5
Gyaan Beverages,21102,45327,West,Gujarat,Gandhinagar,Sprite,38,DTDC,25,15,4000,160000,24000,0.15
Gyaan Beverages,21102,45355,West,Gujarat,Gandhinagar,Pepsi,18,Xpress Bees,30,12,5500,231000,80850,0.35
Gyaan Beverages,21102,45355,West,Goa,Panaji,Mirinda,22,DTDC,18,15,4000,132000,26400,0.2
Gyaan Beverages,21102,45355,West,Rajasthan,Jaipur,Mirinda,21,Blue Dart,18,15,4000,132000,46200,0.35
Gyaan Beverages,21102,45355,West,Goa,Panaji,Limca,50,Xpress Bees,18,12,3000,90000,27000,0.3
Gyaan Beverages,21102,45355,West,Maharashtra,Mumbai,Mirinda,35,Xpress Bees,18,12,1500,45000,22500,0.5
Gyaan Beverages,21102,45355,West,Rajasthan,Jaipur,Pepsi,58,Delhivery,30,10,3500,140000,21000,0.15
Gyaan Beverages,21102,45387,West,Rajasthan,Jaipur,Sprite,41,Delhivery,25,10,5250,183750,64312.5,0.35
Gyaan Beverages,21102,45387,West,Gujarat,Gandhinagar,Coca-Cola,20,Delhivery,30,10,3250,130000,26000,0.2
Gyaan Beverages,21102,45387,West,Goa,Panaji,Mirinda,32,DTDC,18,15,3750,123750,43312.5,0.35
Gyaan Beverages,21102,45387,West,Rajasthan,Jaipur,Coca-Cola,55,Xpress Bees,30,12,2750,115500,34650,0.3
Gyaan Beverages,21102,45387,West,Rajasthan,Jaipur,Pepsi,51,Xpress Bees,30,12,1750,73500,36750,0.5
Gyaan Beverages,21102,45387,West,Goa,Panaji,Frooti,53,DTDC,20,15,3250,113750,17062.5,0.15
Gyaan Beverages,21102,45418,West,Gujarat,Gandhinagar,Frooti,17,Blue Dart,20,15,5250,183750,91875,0.5
Gyaan Beverages,21102,45418,West,Gujarat,Gandhinagar,Frooti,20,Delhivery,20,10,3750,112500,39375,0.35
Gyaan Beverages,21102,45418,West,Maharashtra,Mumbai,Pepsi,45,Xpress Bees,30,12,3750,157500,78750,0.5
Gyaan Beverages,21102,45418,West,Gujarat,Gandhinagar,Coca-Cola,56,Delhivery,30,10,2750,110000,49500,0.45
Gyaan Beverages,21102,45418,West,Maharashtra,Mumbai,Limca,47,Blue Dart,18,15,1750,57750,37537.5,0.65
Gyaan Beverages,21102,45418,West,Goa,Panaji,Sprite,39,Xpress Bees,25,12,4750,175750,52725,0.3
Gyaan Beverages,21102,45448,West,Maharashtra,Mumbai,Sprite,39,DTDC,25,15,7250,290000,145000,0.5
Gyaan Beverages,21102,45448,West,Goa,Panaji,Pepsi,18,Delhivery,30,10,5750,230000,80500,0.35
Gyaan Beverages,21102,45448,West,Goa,Panaji,Maaza,45,DTDC,20,15,5750,201250,100625,0.5
Gyaan Beverages,21102,45448,West,Goa,Panaji,Maaza,26,Xpress Bees,20,12,4500,144000,64800,0.45
Gyaan Beverages,21102,45448,West,Goa,Panaji,Sprite,38,Blue Dart,25,15,3250,130000,84500,0.65
Gyaan Beverages,21102,45448,West,Rajasthan,Jaipur,Pepsi,47,Xpress Bees,30,12,6250,262500,78750,0.3
Gyaan Beverages,21102,45477,West,Gujarat,Gandhinagar,Limca,38,Blue Dart,18,15,7750,255750,115087.5,0.45
Gyaan Beverages,21102,45477,West,Gujarat,Gandhinagar,Frooti,27,Blue Dart,20,15,6250,218750,65625,0.3
Gyaan Beverages,21102,45477,West,Maharashtra,Mumbai,Sprite,51,Blue Dart,25,15,5750,230000,103500,0.45
Gyaan Beverages,21102,45477,West,Gujarat,Gandhinagar,Coca-Cola,30,Delhivery,30,10,4750,190000,76000,0.4
Gyaan Beverages,21102,45477,West,Rajasthan,Jaipur,Frooti,33,Delhivery,20,10,5250,157500,94500,0.6
Gyaan Beverages,21102,45477,West,Maharashtra,Mumbai,Maaza,47,Xpress Bees,20,12,5250,168000,42000,0.25
Gyaan Beverages,21102,45509,West,Goa,Panaji,Sprite,60,DTDC,25,15,7250,290000,130500,0.45
Gyaan Beverages,21102,45509,West,Gujarat,Gandhinagar,Sprite,39,Delhivery,25,10,6750,236250,70875,0.3
Gyaan Beverages,21102,45509,West,Rajasthan,Jaipur,Frooti,19,Blue Dart,20,15,5500,192500,86625,0.45
Gyaan Beverages,21102,45509,West,Goa,Panaji,Sprite,57,Xpress Bees,25,12,5000,185000,74000,0.4
Gyaan Beverages,21102,45509,West,Goa,Panaji,Limca,46,DTDC,18,15,5000,165000,99000,0.6
Gyaan Beverages,21102,45509,West,Maharashtra,Mumbai,Coca-Cola,21,DTDC,30,15,4000,180000,45000,0.25
Gyaan Beverages,21102,45541,West,Rajasthan,Jaipur,Mirinda,33,Blue Dart,18,15,6000,198000,79200,0.4
Gyaan Beverages,21102,45541,West,Maharashtra,Mumbai,Sprite,54,DTDC,25,15,6000,240000,60000,0.25
Gyaan Beverages,21102,45541,West,Gujarat,Gandhinagar,Mirinda,48,Blue Dart,18,15,4500,148500,59400,0.4
Gyaan Beverages,21102,45541,West,Goa,Panaji,Pepsi,53,Delhivery,30,10,4000,160000,56000,0.35
Gyaan Beverages,21102,45541,West,Rajasthan,Jaipur,Mirinda,59,Delhivery,18,10,4000,112000,61600,0.55
Gyaan Beverages,21102,45541,West,Goa,Panaji,Sprite,20,Delhivery,25,10,4250,148750,29750,0.2
Gyaan Beverages,21102,45570,West,Rajasthan,Jaipur,Limca,15,Xpress Bees,18,12,5250,157500,63000,0.4
Gyaan Beverages,21102,45570,West,Rajasthan,Jaipur,Sprite,15,Delhivery,25,10,5250,183750,45937.5,0.25
Gyaan Beverages,21102,45570,West,Gujarat,Gandhinagar,Sprite,47,Xpress Bees,25,12,3500,129500,51800,0.4
Gyaan Beverages,21102,45570,West,Goa,Panaji,Coca-Cola,53,Xpress Bees,30,12,3250,136500,47775,0.35
Gyaan Beverages,21102,45570,West,Gujarat,Gandhinagar,Sprite,37,DTDC,25,15,3000,120000,66000,0.55
Gyaan Beverages,21102,45570,West,Goa,Panaji,Sprite,17,Delhivery,25,10,3500,122500,24500,0.2
Gyaan Beverages,21102,45601,West,Rajasthan,Jaipur,Coca-Cola,38,DTDC,30,15,5750,258750,103500,0.4
Gyaan Beverages,21102,45601,West,Maharashtra,Mumbai,Frooti,44,Blue Dart,20,15,5750,201250,50312.5,0.25
Gyaan Beverages,21102,45601,West,Gujarat,Gandhinagar,Frooti,49,Xpress Bees,20,12,4250,136000,54400,0.4
Gyaan Beverages,21102,45601,West,Gujarat,Gandhinagar,Limca,50,Xpress Bees,18,12,4000,120000,42000,0.35
Gyaan Beverages,21102,45601,West,Goa,Panaji,Limca,49,Xpress Bees,18,12,3750,112500,61875,0.55
Gyaan Beverages,21102,45601,West,Rajasthan,Jaipur,Sprite,44,DTDC,25,15,5000,200000,40000,0.2
Gyaan Beverages,21102,45630,West,Rajasthan,Jaipur,Frooti,18,Blue Dart,20,15,7000,245000,98000,0.4
Gyaan Beverages,21102,45630,West,Gujarat,Gandhinagar,Mirinda,35,Blue Dart,18,15,7000,231000,57750,0.25
Gyaan Beverages,21102,45630,West,Maharashtra,Mumbai,Frooti,47,DTDC,20,15,5000,175000,70000,0.4
Gyaan Beverages,21102,45630,West,Gujarat,Gandhinagar,Coca-Cola,43,DTDC,30,15,5000,225000,78750,0.35
Gyaan Beverages,21102,45630,West,Gujarat,Gandhinagar,Coca-Cola,15,Delhivery,30,10,4250,170000,93500,0.55
Gyaan Beverages,21102,45630,West,Goa,Panaji,Sprite,59,Blue Dart,25,15,5250,210000,42000,0.2
Gyaan Beverages,21102,45294,West,Gujarat,Gandhinagar,Sprite,55,Blue Dart,25,15,4500,180000,54000,0.3
Gyaan Beverages,21102,45294,West,Goa,Panaji,Sprite,39,DTDC,25,15,4500,180000,45000,0.25
Gyaan Beverages,21102,45294,West,Goa,Panaji,Mirinda,50,Xpress Bees,18,12,4500,135000,33750,0.25
Gyaan Beverages,21102,45294,West,Rajasthan,Jaipur,Mirinda,36,Blue Dart,18,15,3000,99000,29700,0.3
Gyaan Beverages,21102,45294,West,Goa,Panaji,Pepsi,58,Blue Dart,30,15,2500,112500,28125,0.25
Gyaan Beverages,21102,45294,West,Maharashtra,Mumbai,Coca-Cola,30,Blue Dart,30,15,5000,225000,45000,0.2
Gyaan Beverages,21102,45325,West,Rajasthan,Jaipur,Pepsi,38,Xpress Bees,30,12,5500,231000,69300,0.3
Gyaan Beverages,21102,45325,West,Goa,Panaji,Limca,28,DTDC,18,15,4500,148500,37125,0.25
Gyaan Beverages,21102,45325,West,Rajasthan,Jaipur,Coca-Cola,40,Blue Dart,30,15,4500,202500,50625,0.25
Gyaan Beverages,21102,45325,West,Gujarat,Gandhinagar,Mirinda,35,DTDC,18,15,3000,99000,29700,0.3
Gyaan Beverages,21102,45325,West,Rajasthan,Jaipur,Limca,56,Delhivery,18,10,2250,63000,15750,0.25
Gyaan Beverages,21102,45325,West,Rajasthan,Jaipur,Sprite,59,DTDC,25,15,4250,170000,34000,0.2
Gyaan Beverages,21102,45353,West,Maharashtra,Mumbai,Sprite,56,DTDC,25,15,5750,230000,69000,0.3
Gyaan Beverages,21102,45353,West,Maharashtra,Mumbai,Sprite,50,Xpress Bees,25,12,4250,157250,39312.5,0.25
Gyaan Beverages,21102,45353,West,Maharashtra,Mumbai,Mirinda,33,DTDC,18,15,4250,140250,35062.5,0.25
Gyaan Beverages,21102,45353,West,Gujarat,Gandhinagar,Sprite,37,Delhivery,25,10,3250,113750,34125,0.3
Gyaan Beverages,21102,45353,West,Gujarat,Gandhinagar,Mirinda,53,Blue Dart,18,15,1750,57750,14437.5,0.25
Gyaan Beverages,21102,45353,West,Maharashtra,Mumbai,Sprite,48,Blue Dart,25,15,3750,150000,30000,0.2
Gyaan Beverages,21102,45385,West,Gujarat,Gandhinagar,Limca,34,Delhivery,18,10,5500,154000,46200,0.3
Gyaan Beverages,21102,45385,West,Rajasthan,Jaipur,Frooti,29,Xpress Bees,20,12,3500,112000,28000,0.25
Gyaan Beverages,21102,45385,West,Gujarat,Gandhinagar,Maaza,45,Xpress Bees,20,12,4000,128000,32000,0.25
Gyaan Beverages,21102,45385,West,Gujarat,Gandhinagar,Coca-Cola,34,Delhivery,30,10,3000,120000,36000,0.3
Gyaan Beverages,21102,45385,West,Gujarat,Gandhinagar,Mirinda,36,Blue Dart,18,15,2000,66000,16500,0.25
Gyaan Beverages,21102,45385,West,Maharashtra,Mumbai,Coca-Cola,60,Xpress Bees,30,12,3500,147000,29400,0.2
Gyaan Beverages,21102,45416,West,Rajasthan,Jaipur,Sprite,54,Blue Dart,25,15,5500,220000,66000,0.3
Gyaan Beverages,21102,45416,West,Gujarat,Gandhinagar,Frooti,50,Delhivery,20,10,4000,120000,30000,0.25
Gyaan Beverages,21102,45416,West,Gujarat,Gandhinagar,Coca-Cola,26,Delhivery,30,10,4000,160000,40000,0.25
Gyaan Beverages,21102,45416,West,Maharashtra,Mumbai,Frooti,25,Delhivery,20,10,3000,90000,27000,0.3
Gyaan Beverages,21102,45416,West,Gujarat,Gandhinagar,Coca-Cola,49,DTDC,30,15,2000,90000,22500,0.25
Gyaan Beverages,21102,45416,West,Gujarat,Gandhinagar,Frooti,16,Blue Dart,20,15,5000,175000,35000,0.2
Gyaan Beverages,21102,45446,West,Rajasthan,Jaipur,Sprite,19,Blue Dart,25,15,7500,300000,90000,0.3
Gyaan Beverages,21102,45446,West,Rajasthan,Jaipur,Maaza,55,Delhivery,20,10,6250,187500,46875,0.25
Gyaan Beverages,21102,45446,West,Maharashtra,Mumbai,Sprite,34,Delhivery,25,10,6250,218750,54687.5,0.25
Gyaan Beverages,21102,45446,West,Maharashtra,Mumbai,Frooti,34,DTDC,20,15,5000,175000,52500,0.3
Gyaan Beverages,21102,45446,West,Gujarat,Gandhinagar,Frooti,22,DTDC,20,15,3750,131250,32812.5,0.25
Gyaan Beverages,21102,45446,West,Maharashtra,Mumbai,Sprite,59,Delhivery,25,10,6750,236250,47250,0.2
Gyaan Beverages,21102,45475,West,Goa,Panaji,Sprite,55,Delhivery,25,10,8250,288750,86625,0.3
Gyaan Beverages,21102,45475,West,Gujarat,Gandhinagar,Pepsi,32,DTDC,30,15,6750,303750,75937.5,0.25
Gyaan Beverages,21102,45475,West,Maharashtra,Mumbai,Maaza,46,Delhivery,20,10,6250,187500,46875,0.25
Gyaan Beverages,21102,45475,West,Goa,Panaji,Frooti,54,Xpress Bees,20,12,5250,168000,50400,0.3
Gyaan Beverages,21102,45475,West,Maharashtra,Mumbai,Pepsi,19,DTDC,30,15,5750,258750,64687.5,0.25
Gyaan Beverages,21102,45475,West,Goa,Panaji,Pepsi,49,Xpress Bees,30,12,5750,241500,48300,0.2
Gyaan Beverages,21102,45507,West,Maharashtra,Mumbai,Coca-Cola,34,Blue Dart,30,15,7750,348750,104625,0.3
Gyaan Beverages,21102,45507,West,Rajasthan,Jaipur,Limca,17,Xpress Bees,18,12,7500,225000,56250,0.25
Gyaan Beverages,21102,45507,West,Gujarat,Gandhinagar,Frooti,32,Xpress Bees,20,12,6250,200000,50000,0.25
Gyaan Beverages,21102,45507,West,Maharashtra,Mumbai,Coca-Cola,24,Delhivery,30,10,5750,230000,69000,0.3
Gyaan Beverages,21102,45507,West,Maharashtra,Mumbai,Frooti,45,Xpress Bees,20,12,5750,184000,46000,0.25
Gyaan Beverages,21102,45507,West,Goa,Panaji,Sprite,58,Delhivery,25,10,4000,140000,28000,0.2
Gyaan Beverages,21102,45539,West,Goa,Panaji,Limca,18,Blue Dart,18,15,6000,198000,59400,0.3
Gyaan Beverages,21102,45539,West,Goa,Panaji,Maaza,33,Xpress Bees,20,12,6000,192000,48000,0.25
Gyaan Beverages,21102,45539,West,Maharashtra,Mumbai,Sprite,49,DTDC,25,15,4500,180000,45000,0.25
Gyaan Beverages,21102,45539,West,Maharashtra,Mumbai,Frooti,17,Delhivery,20,10,4000,120000,36000,0.3
Gyaan Beverages,21102,45539,West,Maharashtra,Mumbai,Limca,28,Blue Dart,18,15,4250,140250,35062.5,0.25
Gyaan Beverages,21102,45539,West,Rajasthan,Jaipur,Coca-Cola,55,Blue Dart,30,15,4500,202500,40500,0.2
Gyaan Beverages,21102,45568,West,Rajasthan,Jaipur,Pepsi,31,DTDC,30,15,5500,247500,74250,0.3
Gyaan Beverages,21102,45568,West,Rajasthan,Jaipur,Frooti,60,Blue Dart,20,15,5500,192500,48125,0.25
Gyaan Beverages,21102,45568,West,Gujarat,Gandhinagar,Sprite,56,Blue Dart,25,15,3750,150000,37500,0.25
Gyaan Beverages,21102,45568,West,Maharashtra,Mumbai,Frooti,53,DTDC,20,15,3500,122500,36750,0.3
Gyaan Beverages,21102,45568,West,Maharashtra,Mumbai,Maaza,31,Xpress Bees,20,12,3250,104000,26000,0.25
Gyaan Beverages,21102,45568,West,Gujarat,Gandhinagar,Sprite,25,DTDC,25,15,3750,150000,30000,0.2
Gyaan Beverages,21102,45599,West,Goa,Panaji,Limca,42,Blue Dart,18,15,6000,198000,59400,0.3
Gyaan Beverages,21102,45599,West,Maharashtra,Mumbai,Limca,46,Xpress Bees,18,12,6250,187500,46875,0.25
Gyaan Beverages,21102,45599,West,Goa,Panaji,Mirinda,25,Delhivery,18,10,4750,133000,33250,0.25
Gyaan Beverages,21102,45599,West,Maharashtra,Mumbai,Pepsi,59,Blue Dart,30,15,4500,202500,60750,0.3
Gyaan Beverages,21102,45599,West,Maharashtra,Mumbai,Mirinda,46,Delhivery,18,10,4250,119000,29750,0.25
Gyaan Beverages,21102,45599,West,Maharashtra,Mumbai,Mirinda,49,DTDC,18,15,5500,181500,36300,0.2
Gyaan Beverages,21102,45628,West,Rajasthan,Jaipur,Limca,31,Delhivery,18,10,7500,210000,63000,0.3
Gyaan Beverages,21102,45628,West,Goa,Panaji,Maaza,49,Delhivery,20,10,7500,225000,56250,0.25
Gyaan Beverages,21102,45628,West,Rajasthan,Jaipur,Mirinda,35,DTDC,18,15,5500,181500,45375,0.25
Gyaan Beverages,21102,45628,West,Gujarat,Gandhinagar,Pepsi,23,Xpress Bees,30,12,5500,231000,69300,0.3
Gyaan Beverages,21102,45628,West,Goa,Panaji,Pepsi,50,Delhivery,30,10,4750,190000,47500,0.25
Gyaan Beverages,21102,45628,West,Gujarat,Gandhinagar,Mirinda,30,Delhivery,18,10,5750,161000,32200,0.2
Gyaan Beverages,21102,45303,South,Kerala,Thiruvananthapuram,Pepsi,15,Delhivery,30,10,10500,420000,189000,0.45
Gyaan Beverages,21102,45303,South,Tamil Nadu,Chennai,Coca-Cola,36,Delhivery,30,10,8500,340000,119000,0.35
Gyaan Beverages,21102,45303,South,Karnataka,Bengaluru,Coca-Cola,54,Delhivery,30,10,8500,340000,85000,0.25
Gyaan Beverages,21102,45303,South,Karnataka,Bengaluru,Maaza,44,DTDC,20,15,7000,245000,73500,0.3
Gyaan Beverages,21102,45303,South,Karnataka,Bengaluru,Sprite,29,Delhivery,25,10,7500,262500,91875,0.35
Gyaan Beverages,21102,45303,South,Telangana,Hyderabad,Pepsi,15,Delhivery,30,10,8500,340000,170000,0.5
Gyaan Beverages,21102,45332,South,Telangana,Hyderabad,Pepsi,17,DTDC,30,15,11000,495000,222750,0.45
Gyaan Beverages,21102,45332,South,Karnataka,Bengaluru,Maaza,18,Delhivery,20,10,7500,225000,78750,0.35
Gyaan Beverages,21102,45332,South,Telangana,Hyderabad,Sprite,28,Delhivery,25,10,8000,280000,70000,0.25
